,entry_date,entry_value,exit_date,exit_value,percentual_return
0,2021-11-27 08:30:00,6.2861219239221775,2021-11-27 12:00:00,6.663289239357509,0.05897000000000009
1,2021-11-27 20:30:00,6.388780581382225,2021-11-27 21:00:00,6.382391800800843,-0.0019994999999999705
2,2021-11-29 17:00:00,7.041388005716947,2021-11-29 17:30:00,7.463871286059964,0.058970000000000015
3,2021-11-30 18:30:00,6.663941353313334,2021-11-30 23:30:00,6.65727741196002,-0.0019994999999999744
4,2021-12-01 04:00:00,6.624556718866316,2021-12-01 05:30:00,6.61793216214745,-0.0019994999999999644
5,2021-12-01 06:00:00,6.606151714000378,2021-12-01 07:00:00,6.5995455622863775,-0.0019994999999999644
6,2021-12-01 12:30:00,6.410072156872377,2021-12-01 18:00:00,6.403662084715505,-0.0019994999999999852
7,2021-12-02 03:30:00,6.067796473791151,2021-12-02 12:30:00,6.43186426221862,0.05897000000000007
8,2021-12-04 07:30:00,4.88819435504765,2021-12-04 08:00:00,5.18148601635051,0.058970000000000106
9,2021-12-04 07:30:00,4.88819435504765,2021-12-04 08:00:00,5.18148601635051,0.058970000000000106
10,2021-12-04 07:30:00,4.88819435504765,2021-12-04 08:00:00,5.18148601635051,0.058970000000000106
11,2021-12-04 07:30:00,4.88819435504765,2021-12-04 08:00:00,5.18148601635051,0.058970000000000106
12,2021-12-04 07:30:00,4.88819435504765,2021-12-04 08:00:00,5.18148601635051,0.058970000000000106
13,2021-12-04 07:30:00,4.88819435504765,2021-12-04 08:00:00,5.18148601635051,0.058970000000000106
14,2021-12-04 07:30:00,4.88819435504765,2021-12-04 08:00:00,5.18148601635051,0.058970000000000106
15,2021-12-04 07:30:00,4.88819435504765,2021-12-04 08:00:00,5.18148601635051,0.058970000000000106
16,2021-12-04 07:30:00,4.88819435504765,2021-12-04 08:00:00,5.18148601635051,0.058970000000000106
17,2021-12-04 07:30:00,4.88819435504765,2021-12-04 08:00:00,5.18148601635051,0.058970000000000106
18,2021-12-04 07:30:00,4.88819435504765,2021-12-04 08:00:00,5.18148601635051,0.058970000000000106
